"","X","p25","sex","age1","y1v12","y1v19","y1v38","y1v55","y1v102","y1v117","y1v152","y1v168","y1v169","y1v170","y1v171","y1v179","y1v180","y1v190","y1v198","y1v210","usroriginalnonemissing","nysid","LgMarijFreq","DmgSchlPropPrev","MotorTheftPrev","TheftOver50Prev","CarriedWeaponPrev","AttackPrev","CheatingPrev","LoudUnrulyPrev","SoldHardDrgsPrev","AvoidPayingPrev","Stolen5to50Prev","SkipPrev","VarietyScore","ObscenePhonePrev","VarietyScore2","LnVarietyScore2","ethn3"
"303",587,1,1,15,1,3,1,1,2,2,4,4,4,2,3,1,2,1,3,3,"Suburban",69103,2.564949357,0,1,0,0,0,1,0,0,1,0,1,4,0,4,1.609437912,1
"304",589,1,1,15,2,4,1,1,2,2,4,4,2,4,4,4,4,3,4,1,"Suburban",204502,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"305",591,1,1,15,2,3,1,3,3,1,4,4,3,3,4,4,4,3,4,2,"Suburban",611003,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"306",593,1,1,15,2,2,1,3,4,2,5,4,3,3,4,4,4,2,4,3,"Rural",520903,0,0,1,0,0,0,1,0,0,1,1,0,4,0,4,1.609437912,1
"307",594,1,1,15,2,2,2,3,1,2,5,4,3,4,5,4,4,3,4,1,"Suburban",438303,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,3
"308",595,1,1,15,2,5,2,3,2,1,4,4,2,4,4,4,3,3,4,1,"Rural",80802,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1.098612289,2
"309",596,1,1,15,2,5,2,3,4,2,5,5,2,4,4,4,4,1,3,3,"Rural",420902,1.945910149,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,2
"310",598,1,1,15,3,3,1,1,2,4,4,4,2,4,4,4,3,1,4,1,"Urban",564603,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"311",599,1,1,15,3,5,1,1,4,3,4,5,2,4,5,4,3,3,4,1,"Urban",733204,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1
"312",600,1,1,15,3,5,1,3,2,2,5,4,2,3,5,4,4,3,4,1,"Suburban",162604,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"313",603,1,1,15,3,4,1,3,4,2,5,4,3,4,5,4,4,1,4,1,"Suburban",537702,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,2
"314",605,1,1,15,3,4,1,5,4,4,4,3,3,3,3,1,3,2,3,1,"Suburban",190802,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"315",608,1,1,15,3,5,2,1,4,1,5,3,2,3,3,2,2,2,4,1,"Suburban",99303,2.564949357,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,1
"316",609,1,1,15,3,5,2,1,4,2,3,5,4,2,4,2,3,1,4,2,"Suburban",76004,4.762173935,0,1,0,0,0,1,1,0,1,1,1,6,1,7,2.079441542,1
"317",611,1,1,15,3,4,2,3,2,1,5,5,3,5,5,4,3,3,4,2,"Suburban",406602,1.098612289,1,1,0,1,0,1,0,0,1,0,0,5,0,5,1.791759469,1
"318",612,1,1,15,3,3,2,3,2,2,5,4,4,2,3,3,3,2,4,1,"Rural",384902,3.135494216,0,1,1,1,0,1,1,0,1,0,1,7,0,7,2.079441542,1
"319",613,1,1,15,3,2,2,3,2,3,4,5,4,5,4,3,3,2,3,1,"Urban",732302,0,0,1,0,1,1,1,1,0,1,0,1,7,0,7,2.079441542,1
"320",615,1,1,15,3,4,2,3,4,2,4,4,3,2,4,3,4,2,3,1,"Rural",185904,3.135494216,1,1,0,1,0,1,1,0,1,0,1,7,1,8,2.197224577,1
"321",617,1,1,15,3,5,2,5,1,1,5,4,3,3,5,1,3,3,4,1,"Urban",15803,1.098612289,0,1,0,1,0,0,1,0,0,0,0,3,0,3,1.386294361,2
"322",618,1,1,15,4,4,1,1,2,1,5,5,2,5,5,4,3,3,4,2,"Urban",646702,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"323",619,1,1,15,4,5,1,1,2,2,2,4,2,4,4,4,1,3,4,1,"Urban",732804,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2
"324",621,1,1,15,4,4,1,1,4,2,4,4,2,3,4,4,4,2,3,2,"Suburban",429302,3.135494216,1,1,0,0,0,1,1,0,0,1,1,6,0,6,1.945910149,1
"325",622,1,1,15,4,4,1,1,4,2,5,4,4,4,4,3,4,3,3,1,"Suburban",178604,4.762173935,1,1,0,0,0,1,1,0,1,1,1,7,1,8,2.197224577,1
"326",623,1,1,15,4,4,1,1,4,3,5,4,4,3,4,3,2,3,3,1,"Suburban",112502,0,1,1,0,0,0,1,1,0,0,0,0,4,0,4,1.609437912,2
"327",624,1,1,15,4,5,1,3,1,2,5,1,4,5,5,2,1,2,4,1,"Suburban",509003,0,0,1,0,0,0,1,1,0,1,0,0,4,0,4,1.609437912,3
"328",628,1,1,15,4,4,1,3,4,3,5,2,4,2,2,3,3,2,3,1,"Suburban",216703,4.762173935,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1
"329",630,1,1,15,4,3,2,1,2,3,4,4,3,4,4,4,3,1,4,1,"Suburban",436703,0,0,1,0,0,0,0,1,0,0,0,1,3,0,3,1.386294361,1
"330",631,1,1,15,4,5,2,1,2,3,5,5,4,4,5,4,3,1,4,2,"Suburban",140303,1.098612289,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1
"331",632,1,1,15,4,4,2,1,3,2,4,4,2,5,5,4,3,2,4,1,"Urban",578002,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"332",633,1,1,15,4,4,2,1,4,2,4,3,4,3,2,4,3,2,3,2,"Urban",674502,1.098612289,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1
"333",634,1,1,15,4,4,2,1,4,2,5,4,2,2,4,3,4,2,4,1,"Suburban",576203,0,1,1,0,0,0,1,1,0,0,1,0,5,0,5,1.791759469,1
"334",638,1,1,15,4,4,2,3,2,2,4,4,3,4,4,3,4,3,4,1,"Urban",673003,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,3
"335",640,1,1,15,4,5,2,3,2,3,4,3,4,2,3,2,4,3,4,3,"Rural",487102,0,0,1,0,1,0,1,1,0,0,0,1,5,0,5,1.791759469,1
"336",642,1,1,15,4,5,2,3,3,1,5,5,3,4,3,3,4,2,4,1,"Urban",671703,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"337",643,1,1,15,4,4,2,3,3,2,4,4,3,4,4,3,3,1,3,1,"Urban",553402,0,1,1,0,1,0,1,0,0,1,0,1,6,0,6,1.945910149,1
"338",644,1,1,15,4,5,2,3,3,2,5,5,2,5,4,4,4,3,4,1,"Suburban",713402,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1
"339",645,1,1,15,4,4,2,3,3,2,5,5,2,5,5,3,3,1,4,2,"Suburban",238503,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"340",647,1,1,15,4,3,2,3,3,3,4,3,2,3,4,2,4,2,4,2,"Urban",553503,1.945910149,1,1,0,0,0,1,0,0,0,0,1,4,0,4,1.609437912,1
"341",648,1,1,15,4,4,2,3,4,1,4,4,3,3,4,4,3,3,4,2,"Urban",630302,0,1,1,0,0,0,1,0,0,1,0,1,5,0,5,1.791759469,1
"342",649,1,1,15,4,4,2,3,4,1,5,3,4,3,3,4,4,3,4,2,"Urban",551403,0,0,1,0,0,1,1,1,0,0,0,0,4,0,4,1.609437912,1
"343",650,1,1,15,4,4,2,3,4,1,5,5,2,5,5,4,3,3,4,1,"Suburban",366703,0,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,3
"344",651,1,1,15,4,4,2,3,4,2,4,3,3,2,3,4,4,1,3,2,"Rural",106603,5.774551546,0,1,0,1,0,1,1,0,1,0,1,6,0,6,1.945910149,1
"345",654,1,1,15,4,5,2,3,4,2,5,5,2,5,4,4,4,1,4,1,"Urban",711403,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"346",656,1,1,15,4,4,2,5,2,2,5,4,2,4,4,4,4,3,4,2,"Urban",728602,1.945910149,0,1,0,1,0,1,0,0,0,0,1,4,0,4,1.609437912,1
"347",657,1,1,15,4,4,2,5,3,1,4,4,3,3,4,4,3,2,4,1,"Suburban",307402,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1
"348",658,1,1,15,4,5,2,5,3,1,5,4,2,4,4,4,4,1,4,2,"Suburban",25703,0,0,1,0,0,0,1,1,0,1,0,0,4,0,4,1.609437912,1
"349",659,1,1,15,4,2,2,5,3,3,5,4,2,5,4,4,4,2,4,2,"Urban",321503,0,1,1,0,1,1,0,1,0,1,0,1,7,0,7,2.079441542,1
"350",660,1,1,15,4,3,2,5,4,2,4,5,4,4,4,4,4,2,4,2,"Suburban",290003,0,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1
"351",661,1,1,15,5,3,1,1,2,2,4,4,2,4,4,4,3,1,4,1,"Urban",753502,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"352",662,1,1,15,5,3,1,1,2,2,4,4,3,3,3,3,4,3,3,2,"Rural",382602,0,0,1,0,0,0,1,1,0,1,0,0,4,0,4,1.609437912,1
"353",663,1,1,15,5,5,1,1,2,2,4,5,2,4,5,4,4,2,4,2,"Suburban",370602,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"354",664,1,1,15,5,4,1,1,4,2,4,4,4,3,3,4,4,1,4,2,"Urban",715102,0,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,1
"355",665,1,1,15,5,5,1,3,2,1,5,5,2,5,5,2,3,2,4,1,"Suburban",152502,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1
"356",666,1,1,15,5,5,1,3,2,2,4,4,2,4,4,4,4,3,3,1,"Rural",420602,0,0,1,0,0,0,0,0,0,0,0,1,2,1,3,1.386294361,2
"357",667,1,1,15,5,3,1,3,3,2,4,4,2,4,4,3,3,2,3,1,"Urban",766803,1.098612289,0,1,0,0,0,1,1,0,0,0,1,4,0,4,1.609437912,1
"358",668,1,1,15,5,4,1,3,4,2,4,3,2,3,5,2,2,1,4,2,"Urban",568703,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"359",669,1,1,15,5,3,1,3,4,2,5,5,3,4,5,3,3,1,4,1,"Suburban",764602,0,0,1,0,0,0,1,1,0,0,0,1,4,1,5,1.791759469,1
"360",671,1,1,15,5,2,1,5,2,1,4,4,4,4,4,4,3,3,4,1,"Urban",900102,0,0,1,0,0,0,1,1,0,0,0,1,4,0,4,1.609437912,1
"361",672,1,1,15,5,3,1,5,3,1,5,5,3,4,4,4,4,3,4,2,"Suburban",431103,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"362",673,1,1,15,5,2,1,5,5,2,5,4,4,3,4,3,4,2,4,2,"Urban",710502,0,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,1
"363",675,1,1,15,5,4,2,1,2,2,5,4,2,5,5,2,3,1,4,2,"Suburban",478104,1.098612289,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1
"364",676,1,1,15,5,4,2,1,4,2,4,4,2,4,4,4,3,2,4,3,"Suburban",295603,0,1,1,0,1,0,1,1,0,1,1,0,7,1,8,2.197224577,1
"365",677,1,1,15,5,5,2,1,4,2,4,4,4,4,4,4,4,3,4,1,"Urban",752602,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"366",678,1,1,15,5,5,2,1,5,2,5,5,1,5,5,1,4,3,4,1,"Suburban",623703,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"367",680,1,1,15,5,5,2,3,2,2,5,4,3,4,4,3,4,1,4,2,"Urban",647803,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1
"368",682,1,1,15,5,4,2,3,4,2,4,4,2,4,4,4,3,1,4,1,"Urban",639904,0,0,1,0,0,0,1,1,0,1,0,0,4,0,4,1.609437912,1
"369",683,1,1,15,5,3,2,3,4,3,4,4,4,2,3,3,4,3,3,2,"Suburban",93503,3.135494216,1,1,1,1,0,1,0,0,1,1,1,8,1,9,2.302585093,1
"370",684,1,1,15,5,5,2,5,2,1,4,2,2,4,2,4,4,2,4,1,"Urban",748902,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,2
"371",685,1,1,15,5,5,2,5,2,1,4,5,4,5,4,4,2,2,4,1,"Rural",419603,0,0,1,0,1,0,1,0,0,1,0,0,4,1,5,1.791759469,2
"372",686,1,1,15,5,4,2,5,3,2,4,5,2,4,5,3,4,3,4,2,"Urban",648502,0,0,1,0,0,0,1,1,0,0,0,1,4,0,4,1.609437912,1
"373",689,1,1,15,5,3,2,5,4,2,4,4,2,3,4,4,4,3,4,2,"Suburban",153703,3.526360525,1,1,0,0,0,1,1,0,0,1,0,5,0,5,1.791759469,1
"374",690,1,1,15,5,4,2,5,4,2,4,4,2,4,4,4,4,3,4,1,"Suburban",370702,2.564949357,1,1,0,1,0,1,1,0,1,1,1,8,0,8,2.197224577,3
"375",691,1,1,15,5,2,2,5,4,2,5,3,4,2,3,1,3,3,4,3,"Urban",622202,1.098612289,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1
"376",720,1,1,16,1,4,2,1,4,2,5,2,4,3,3,4,2,3,4,1,"Suburban",133902,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2
"377",724,1,1,16,2,4,2,3,2,1,5,5,3,5,5,4,4,2,4,1,"Urban",640102,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"378",728,1,1,16,2,3,2,5,2,2,4,2,5,2,1,4,3,2,3,1,"Rural",513403,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,2
"379",729,1,1,16,3,4,1,1,2,1,5,4,3,4,4,2,2,2,4,1,"Urban",571402,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,1.386294361,1
"380",730,1,1,16,3,3,1,1,5,3,5,5,3,5,5,1,3,1,4,3,"Suburban",366102,1.098612289,0,1,0,0,0,1,0,0,0,1,0,3,1,4,1.609437912,2
"381",731,1,1,16,3,4,1,3,2,2,4,4,4,5,5,3,4,2,4,1,"Urban",671702,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1
"382",733,1,1,16,3,5,2,1,4,2,4,3,3,3,4,4,4,3,3,1,"Suburban",224002,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,2
"383",735,1,1,16,3,5,2,3,1,1,5,5,5,3,5,4,4,1,4,1,"Rural",185905,1.098612289,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1.098612289,1
"384",736,1,1,16,3,5,2,3,2,1,4,5,3,4,4,4,4,1,4,1,"Suburban",521002,0,0,1,0,0,0,1,1,0,1,0,0,4,0,4,1.609437912,1
"385",737,1,1,16,3,3,2,3,2,1,5,4,3,2,5,3,4,2,4,1,"Suburban",206703,3.526360525,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"386",739,1,1,16,3,4,2,3,2,2,4,4,2,3,4,3,3,3,4,1,"Urban",666805,1.098612289,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,3
"387",740,1,1,16,3,4,2,3,2,2,4,4,2,4,4,3,3,2,3,3,"Suburban",152103,1.098612289,1,1,0,0,0,1,0,0,1,0,0,4,0,4,1.609437912,1
"388",741,1,1,16,3,4,2,3,2,2,4,4,2,4,4,4,3,2,3,1,"Suburban",203202,0,0,1,0,0,0,0,0,0,0,0,1,2,1,3,1.386294361,1
"389",742,1,1,16,3,5,2,3,3,2,1,4,3,3,4,4,4,2,3,1,"Suburban",227403,2.564949357,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"390",743,1,1,16,3,3,2,3,3,2,4,5,2,5,5,4,4,2,4,2,"Urban",694204,0,1,1,0,0,0,1,0,0,1,0,0,4,0,4,1.609437912,1
"391",744,1,1,16,3,2,2,3,3,3,4,3,2,3,4,2,2,2,3,2,"Rural",385904,4.787491743,1,1,0,0,0,1,1,0,1,1,1,7,1,8,2.197224577,1
"392",745,1,1,16,3,5,2,3,4,2,5,3,4,3,1,4,4,2,3,2,"Suburban",49002,0,1,1,0,0,0,0,0,0,1,0,1,4,0,4,1.609437912,3
"393",746,1,1,16,3,5,2,3,4,2,5,4,4,4,4,2,3,3,4,1,"Suburban",422203,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,2
"394",747,1,1,16,3,4,2,5,2,2,5,4,2,2,4,3,4,3,3,1,"Suburban",52402,1.945910149,0,1,0,0,0,0,1,0,0,0,1,3,0,3,1.386294361,1
"395",748,1,1,16,3,5,2,5,3,2,5,4,3,2,4,4,4,1,4,1,"Suburban",102602,4.762173935,0,1,0,0,1,1,1,0,1,0,1,6,0,6,1.945910149,1
"396",751,1,1,16,4,4,1,3,2,1,5,5,2,5,5,4,4,1,4,1,"Rural",425802,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"397",752,1,1,16,4,4,1,3,4,2,4,4,3,3,4,3,4,2,3,1,"Rural",201102,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"398",753,1,1,16,4,4,1,3,4,2,5,4,2,4,4,3,4,3,4,2,"Urban",791002,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"399",754,1,1,16,4,4,1,5,2,2,4,5,3,4,4,4,4,2,4,1,"Suburban",222902,0,0,1,0,0,0,0,1,0,0,0,1,3,1,4,1.609437912,1
"400",755,1,1,16,4,4,2,1,1,2,5,3,3,3,4,4,3,2,4,1,"Suburban",174802,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1
"401",756,1,1,16,4,3,2,1,2,2,5,5,3,4,5,3,4,3,4,2,"Rural",234906,2.564949357,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,1
"402",757,1,1,16,4,4,2,1,3,2,4,5,3,3,4,4,3,3,4,1,"Suburban",299803,0,1,1,0,0,0,1,0,0,0,0,1,4,0,4,1.609437912,1
"403",758,1,1,16,4,5,2,1,4,2,4,4,2,5,4,3,2,1,3,1,"Urban",579002,1.098612289,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"404",759,1,1,16,4,2,2,1,4,2,5,3,4,3,3,4,4,2,3,2,"Suburban",406603,4.787491743,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,1
"405",760,1,1,16,4,5,2,3,1,2,5,5,2,5,5,4,4,1,4,1,"Suburban",575502,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"406",761,1,1,16,4,5,2,3,2,1,5,5,3,4,5,4,4,2,4,1,"Suburban",155902,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1
"407",762,1,1,16,4,4,2,3,2,2,4,4,2,3,4,3,4,2,4,1,"Rural",434503,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1
"408",763,1,1,16,4,4,2,3,2,2,4,5,3,3,4,4,4,3,4,2,"Suburban",317702,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1
"409",764,1,1,16,4,4,2,3,2,2,4,5,3,4,4,4,4,2,4,2,"Suburban",484203,1.098612289,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"410",765,1,1,16,4,5,2,3,3,2,4,3,2,2,4,4,3,2,4,1,"Rural",528302,2.564949357,1,1,0,0,1,0,0,0,1,0,0,4,0,4,1.609437912,1
"411",767,1,1,16,4,3,2,3,3,2,5,5,5,3,4,4,4,2,4,1,"Suburban",613702,3.135494216,0,1,0,0,1,0,0,0,0,0,1,3,0,3,1.386294361,1
"412",770,1,1,16,4,4,2,3,4,2,4,4,3,4,4,2,3,2,3,1,"Urban",553504,1.098612289,0,1,0,0,0,1,0,0,1,0,1,4,0,4,1.609437912,1
"413",771,1,1,16,4,3,2,3,4,2,4,4,4,3,4,4,4,3,4,2,"Suburban",431102,1.098612289,0,1,0,0,0,1,0,0,1,1,1,5,1,6,1.945910149,1
"414",773,1,1,16,4,5,2,3,4,2,5,4,4,3,3,2,3,1,3,1,"Rural",434603,0,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1
"415",774,1,1,16,4,3,2,3,4,2,5,4,4,4,4,3,3,3,4,1,"Urban",567202,0,1,1,0,0,0,1,1,0,1,0,1,6,1,7,2.079441542,1
"416",775,1,1,16,4,3,2,3,4,3,4,3,3,3,3,3,4,3,4,3,"Urban",789802,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"417",778,1,1,16,4,4,2,5,3,2,4,3,2,3,4,2,4,1,4,1,"Suburban",69802,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"418",780,1,1,16,4,4,2,5,4,2,5,4,3,3,3,4,4,2,4,1,"Suburban",223503,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,1.386294361,1
"419",783,1,1,16,5,4,1,1,1,2,5,4,3,4,4,3,4,2,4,2,"Suburban",191102,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"420",784,1,1,16,5,4,1,1,2,2,4,4,2,4,4,3,2,1,4,1,"Urban",701003,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"421",785,1,1,16,5,4,1,3,2,1,4,5,2,4,5,4,4,1,4,1,"Suburban",375102,0,0,1,0,0,0,0,1,0,1,0,1,4,0,4,1.609437912,1
"422",786,1,1,16,5,3,1,3,2,1,5,3,4,2,3,2,3,1,4,2,"Suburban",622402,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"423",787,1,1,16,5,4,1,3,2,2,4,4,4,4,4,4,4,2,4,2,"Suburban",488202,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,2
"424",788,1,1,16,5,5,1,3,2,2,4,5,2,4,5,3,4,2,4,1,"Urban",675004,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1
"425",791,1,1,16,5,5,1,3,4,2,4,5,2,4,4,4,4,3,4,3,"Urban",725303,1.098612289,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"426",794,1,1,16,5,5,1,5,1,1,5,5,2,5,5,4,4,1,4,1,"Urban",577302,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1
"427",795,1,1,16,5,5,1,5,2,1,5,5,2,4,5,2,3,3,4,1,"Suburban",207202,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1
"428",796,1,1,16,5,4,1,5,4,2,4,3,4,5,5,3,3,1,4,2,"Suburban",153002,0,1,1,0,0,0,1,1,0,0,0,1,5,0,5,1.791759469,1
"429",797,1,1,16,5,2,1,5,4,2,4,5,3,5,4,2,3,1,4,1,"Urban",501502,0,0,1,0,0,1,1,1,0,0,0,1,5,0,5,1.791759469,1
"430",799,1,1,16,5,4,2,1,2,2,4,4,4,4,4,2,4,1,4,3,"Suburban",418103,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"431",801,1,1,16,5,5,2,3,2,1,4,4,3,2,4,4,4,2,4,1,"Suburban",133003,3.526360525,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1
"432",802,1,1,16,5,3,2,3,2,2,4,4,2,4,4,3,3,2,4,2,"Suburban",406902,1.098612289,0,1,0,1,0,1,1,0,1,1,1,7,1,8,2.197224577,1
"433",803,1,1,16,5,4,2,3,2,2,5,5,2,5,5,4,4,2,4,1,"Urban",582302,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"434",804,1,1,16,5,3,2,3,3,2,4,3,2,2,3,2,4,2,4,1,"Rural",5302,4.762173935,1,1,1,0,0,1,1,0,0,1,1,7,0,7,2.079441542,2
"435",805,1,1,16,5,5,2,3,3,2,5,5,3,4,5,4,4,2,4,2,"Rural",304504,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1
"436",806,1,1,16,5,4,2,3,4,1,5,3,3,3,4,4,4,2,3,1,"Suburban",184102,1.945910149,1,1,0,1,0,1,1,0,0,0,1,6,0,6,1.945910149,1
"437",808,1,1,16,5,5,2,3,4,2,4,3,4,3,3,2,4,1,4,2,"Suburban",406002,1.945910149,0,1,0,1,0,1,1,0,1,0,1,6,0,6,1.945910149,1
"438",809,1,1,16,5,5,2,3,4,2,4,4,4,4,5,4,3,1,4,1,"Rural",504704,0,0,1,0,0,1,0,0,0,1,0,0,3,0,3,1.386294361,2
"439",812,1,1,16,5,4,2,5,1,2,5,5,1,5,5,4,3,1,4,1,"Rural",471303,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1
"440",817,1,1,16,5,4,2,5,4,2,4,4,3,4,4,4,4,2,4,2,"Urban",599703,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"441",819,1,1,16,5,3,2,5,5,2,4,4,3,2,3,4,4,1,3,2,"Rural",487702,4.787491743,1,1,1,1,0,1,1,1,1,1,1,10,1,11,2.48490665,1
"442",836,1,1,17,1,3,2,3,2,2,4,4,2,3,3,2,2,2,4,1,"Urban",573402,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"443",837,1,1,17,2,4,1,3,1,2,3,4,2,4,4,3,3,3,3,2,"Suburban",414002,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2
"444",838,1,1,17,2,2,1,3,2,2,4,5,2,5,4,4,3,2,4,1,"Suburban",419002,0,1,1,0,0,0,1,0,0,1,0,1,5,0,5,1.791759469,1
"445",839,1,1,17,2,5,2,1,3,1,5,3,4,3,2,3,3,3,4,1,"Suburban",49206,1.945910149,0,1,0,0,0,0,1,0,0,0,1,3,0,3,1.386294361,1
"446",840,1,1,17,2,2,2,1,4,2,4,4,2,4,4,3,2,1,3,1,"Urban",766302,0,0,1,0,0,0,1,1,0,1,0,0,4,0,4,1.609437912,2
"447",841,1,1,17,2,3,2,3,2,2,4,5,3,5,4,3,3,3,4,2,"Urban",688403,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1
"448",842,1,1,17,3,4,1,5,4,2,4,4,4,4,2,2,3,1,4,1,"Urban",732802,0,0,1,0,0,1,1,0,0,0,0,1,4,0,4,1.609437912,2
"449",846,1,1,17,3,3,2,3,1,2,4,5,2,4,5,3,3,3,4,1,"Suburban",183505,1.098612289,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,2
"450",848,1,1,17,3,4,2,3,2,1,5,5,2,5,5,4,4,1,4,1,"Suburban",401703,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1
"451",849,1,1,17,3,4,2,3,2,2,4,4,2,3,4,2,2,1,4,1,"Urban",701703,3.526360525,0,1,0,0,0,0,1,0,1,0,0,3,0,3,1.386294361,1
"452",851,1,1,17,3,4,2,3,2,2,4,4,3,4,5,2,3,3,4,1,"Suburban",49205,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1
"453",852,1,1,17,3,5,2,3,3,2,4,3,4,2,3,4,4,3,3,1,"Suburban",216702,3.526360525,0,1,0,0,0,0,0,0,1,0,1,3,0,3,1.386294361,1
